,inode,id,datetime,computer_name,source_name,filename_type,filename_security,filename_application,filename_system,filename_rdp,filename_powershell,filename_other,recovered,user_sid,execution_process_id,channel,event_id,audit_account_logon,audit_account_management,audit_detailed_tracking,audit_logon_logoff,audit_ds_access,audit_object_access,audit_policy_change,audit_privilege_usage,audit_system,task,keywords,keywords_audit_failure,keywords_audit_success,keywords_correlation_hint,keywords_event_log_classic,keywords_sqm,keywords_wdi_context,keywords_wdi_diagnostic,timestamp,epochtime,hour,minute
981290,59017,ed006e5b-1f4b-4a87-aadc-48a1fd3537ab,2010-11-21 03:58:32,37L4247F27-25, Microsoft-Windows-Kernel-Power ,System,0,0,1,0,0,0,0,None,400,System,109,0,0,0,0,0,0,0,0,0,103,0x8000000000000004,0,0,0,1,0,0,0,2010-11-21 03:58:32,1290311912.0,3,58
981291,59017,f52e8381-0083-4698-8c1a-94fa30c2791a,2010-11-21 03:58:32,37L4247F27-25, Microsoft-Windows-Kernel-Power ,System,0,0,1,0,0,0,0,None,400,System,109,0,0,0,0,0,0,0,0,0,103,0x8000000000000004,0,0,0,1,0,0,0,2010-11-21 03:58:32,1290311912.0,3,58
981292,59017,c4070a71-74d5-4ef4-9bcc-3cc0473c0ee5,2010-11-21 03:58:35,37L4247F27-25, Microsoft-Windows-Kernel-General ,System,0,0,1,0,0,0,0,None,4,System,13,0,0,0,0,0,0,0,0,0,0,0x8000000000000000,0,0,0,1,0,0,0,2010-11-21 03:58:35,1290311915.0,3,58
981293,59017,b3909443-c349-46a3-ae08-3709dd3df3bb,2010-11-21 03:58:35,37L4247F27-25, Microsoft-Windows-Kernel-General ,System,0,0,1,0,0,0,0,None,4,System,13,0,0,0,0,0,0,0,0,0,0,0x8000000000000000,0,0,0,1,0,0,0,2010-11-21 03:58:35,1290311915.0,3,58
1299017,59019,427ed8c5-fe90-4cf4-8cf9-8ecaccfb2485,2015-03-22 14:33:53,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,4,Security,4616,0,0,0,0,0,0,0,0,1,12288,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:53,1427034833.0,14,33
1299018,59017,976a51a1-1981-4fab-b7ae-93b95412d8b7,2015-03-22 14:33:53,informant-PC, Microsoft-Windows-Kernel-General ,System,0,0,1,0,0,0,0,None,832,System,1,0,0,0,0,0,0,0,0,0,0,0x8000000000000010,0,0,0,1,0,0,0,2015-03-22 14:33:53,1427034833.0,14,33
1299019,59019,d2500fbf-e759-4b87-91da-c7f5ac83199d,2015-03-22 14:33:53,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,4,Security,4616,0,0,0,0,0,0,0,0,1,12288,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:53,1427034833.0,14,33
1299020,59017,4d6c9b5d-6988-48cd-9934-7512d374a7c5,2015-03-22 14:33:53,informant-PC, Microsoft-Windows-Kernel-General ,System,0,0,1,0,0,0,0,None,832,System,1,0,0,0,0,0,0,0,0,0,0,0x8000000000000010,0,0,0,1,0,0,0,2015-03-22 14:33:53,1427034833.0,14,33
1299021,59019,40c2905e-774c-4330-ab79-f91d497f7074,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4732,0,1,0,0,0,0,0,0,0,13826,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
1299023,59019,96258c73-a889-4303-b4ec-272473349f42,2015-03-22 14:33:54,informant-PC, Microsoft-Windows-Security-Auditing ,Security,1,0,0,0,0,0,0,None,476,Security,4720,0,1,0,0,0,0,0,0,0,13824,0x8020000000000000,0,0,0,1,0,0,0,2015-03-22 14:33:54,1427034834.0,14,33
